make_model,body_type,price,km,hp,Type,Upholstery,Displacement,Fuel,Comfort_Convenience,Extras,Safety_Security,First_Registration,Body_Color,door_numbers,seat_numbers,Gearing_Type,consumption_comb,consumption_city,co2_emission
Opel Corsa,Compact,15925,100,66,Pre-registered,"Cloth, Black",1.398,BENZINE,18,1,13,2019.0,Grey,5.0,5,Automatic,6.0,7.8,140
Opel Insignia,Station wagon,42475,10,125,New,Full leather,2.0,DIESEL,21,2,19,2019.0,Black,5.0,5,Manual,5.9,7.8,156
Audi A1,Sedans,25550,0,85,New,"Cloth, Black",0.999,BENZINE,10,2,13,2019.0,Blue,4.0,5,Automatic,4.8,5.8,108
Renault Clio,Compact,19589,10,87,Pre-registered,"Part leather, Black",1.197,BENZINE,14,3,11,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
Opel Corsa,Compact,14990,1500,66,Demonstration,"Cloth, Black",1.398,BENZINE,13,3,14,2019.0,Grey,5.0,5,Automatic,6.2,7.7,142
Opel Corsa,Compact,12400,28554,66,Used,Cloth,1.398,BENZINE,16,2,13,2018.0,Grey,5.0,5,Automatic,4.7,5.8,110
Audi A1,Compact,18288,10,85,New,"Cloth, Other",0.999,BENZINE,7,1,8,2019.0,White,5.0,5,Manual,4.9,6.0,111
Audi A1,Sedans,17750,32000,85,Used,"Cloth, Black",1.598,DIESEL,20,4,16,2017.0,Red,4.0,4,Automatic,4.0,4.6,106
Renault Clio,Sedans,8700,24900,55,Used,Other,1.149,BENZINE,4,1,14,2016.0,White,4.0,5,Manual,5.6,7.2,127
Renault Espace,Station wagon,29990,21678,165,Used,"Cloth, Brown",1.798,BENZINE,16,3,18,2018.0,Brown,5.0,5,Automatic,6.8,8.7,153
Opel Astra,Station wagon,14100,19555,81,Used,"Part leather, Black",1.598,DIESEL,16,4,18,2018.0,Silver,5.0,5,Manual,4.6,5.8,122
Opel Insignia,Station wagon,25990,8,121,New,"Full leather, Other",1.49,BENZINE,23,6,21,2019.0,Green,5.0,5,Manual,6.1,7.6,139
Opel Astra,Station wagon,18990,25,92,Pre-registered,"Cloth, Black",1.399,BENZINE,19,3,9,2019.0,Black,5.0,5,Manual,5.5,7.0,127
Opel Astra,Station wagon,17970,0,77,New,Cloth,0.999,BENZINE,14,3,12,2019.0,Black,5.0,5,Manual,4.5,5.4,110
Audi A3,Station wagon,15950,20000,81,Used,"Part leather, Black",1.598,DIESEL,14,1,13,2016.0,Grey,5.0,5,Manual,3.8,4.5,101
Opel Corsa,Compact,14698,36542,66,Used,Cloth,1.398,BENZINE,14,2,12,2018.0,Grey,5.0,5,Automatic,4.8,5.8,110
Opel Corsa,Compact,16579,500,66,Used,"Cloth, Black",1.398,BENZINE,16,1,13,2019.0,Blue,5.0,5,Automatic,6.2,7.8,143
Renault Espace,Van,19490,61000,96,Used,"Part leather, Black",1.598,DIESEL,20,3,17,2016.0,Silver,5.0,5,Manual,4.5,5.1,116
Audi A1,Sedans,24800,0,85,New,"Cloth, Other",0.999,BENZINE,12,3,17,2019.0,White,4.0,5,Automatic,4.8,5.8,108
Audi A3,Sedans,20990,39000,110,Used,"Part leather, Black",1.498,BENZINE,15,3,14,2018.0,Red,4.0,5,Automatic,5.0,6.2,113
Opel Corsa,Compact,12990,5300,66,Used,"Cloth, Black",1.398,BENZINE,12,2,12,2018.0,Grey,5.0,5,Automatic,6.0,7.8,140
Audi A1,Sedans,19980,10,70,Pre-registered,"Cloth, Black",0.999,BENZINE,17,2,11,2017.0,Silver,4.0,5,Automatic,4.4,5.4,102
Audi A1,Sedans,22731,8208,92,Employee's car,"Cloth, Black",1.395,BENZINE,16,4,13,2018.0,Red,4.0,5,Automatic,4.9,6.2,112
Opel Corsa,Compact,12533,0,66,New,Other,1.398,BENZINE,19,1,69,2019.0,White,5.0,5,Automatic,5.0,6.0,110
Opel Astra,Station wagon,12990,40200,81,Used,"Cloth, Black",1.598,DIESEL,12,3,13,2017.0,Blue,5.0,5,Manual,3.5,4.0,92
Opel Astra,Sedans,10980,102000,100,Used,Cloth,1.598,DIESEL,15,1,16,2016.0,Silver,4.0,5,Manual,3.7,4.4,98
Renault Clio,Station wagon,13445,45000,88,Used,"Cloth, Grey",1.197,BENZINE,12,2,14,2016.0,Black,5.0,5,Automatic,5.4,6.8,128
Audi A1,Sedans,15990,26800,66,Used,"Cloth, Black",1.422,DIESEL,17,4,14,2018.0,Blue,4.0,5,Manual,3.9,4.5,102
Audi A1,Compact,27380,0,85,New,"Cloth, Black",0.999,BENZINE,15,3,18,2019.0,Black,5.0,5,Automatic,4.9,5.9,111
Opel Insignia,Station wagon,21490,20500,103,Employee's car,"Part leather, Black",1.49,BENZINE,22,6,15,2018.0,White,5.0,5,Manual,5.8,7.6,132
Audi A3,Sedans,21500,28050,85,Used,"Part leather, Black",1.598,DIESEL,15,3,13,2018.0,Grey,4.0,5,Automatic,4.0,4.2,106
Opel Corsa,Compact,7650,104160,55,Used,"Cloth, Black",1.248,DIESEL,7,1,10,2016.0,Grey,5.0,5,Manual,3.8,4.6,101
Audi A1,Compact,13990,21200,70,Used,"Cloth, Black",0.999,BENZINE,10,2,10,2017.0,White,5.0,5,Manual,4.2,5.0,97
Audi A3,Sedans,20900,19500,81,Employee's car,Other,1.598,DIESEL,17,3,16,2017.0,Black,4.0,5,Automatic,3.8,4.3,99
Renault Espace,Van,33800,10,165,New,"Full leather, Brown",1.798,BENZINE,28,3,16,2019.0,Black,5.0,7,Automatic,7.4,9.2,168
Opel Astra,Station wagon,14490,49990,74,Used,Other,0.999,DIESEL,2,1,8,2018.0,Black,5.0,5,Automatic,3.9,4.7,104
Opel Insignia,Sedans,18780,12900,100,Used,"Part leather, Black",1.598,DIESEL,22,6,19,2018.0,Grey,4.0,5,Manual,4.2,5.8,126
Opel Insignia,Station wagon,15400,56013,100,Used,"Full leather, Black",1.598,DIESEL,21,5,15,2016.0,Black,5.0,5,Manual,5.1,6.5,134
Opel Astra,Sedans,18800,23900,110,Used,Cloth,1.399,BENZINE,19,3,17,2018.0,Green,4.0,5,Automatic,5.1,6.3,120
Audi A3,Compact,13990,101280,110,Used,Other,1.968,DIESEL,19,1,69,2016.0,Black,5.0,5,Manual,4.0,5.0,119
Opel Corsa,Other,8500,20446,66,Used,Other,1.398,BENZINE,19,1,69,2017.0,Blue,4.0,5,Manual,5.2,6.9,120
Opel Astra,Station wagon,16000,15178,100,Used,"Cloth, Black",1.598,DIESEL,17,4,15,2017.0,White,5.0,5,Automatic,3.5,4.0,92
Opel Insignia,Station wagon,17790,37902,184,Used,"Cloth, Black",1.998,BENZINE,12,5,14,2017.0,Blue,5.0,5,Automatic,8.0,11.0,190
Opel Astra,Station wagon,16000,34700,110,Used,Other,1.399,BENZINE,17,2,15,2018.0,Brown,5.0,5,Automatic,5.7,7.3,130
Renault Clio,Compact,11270,0,55,Pre-registered,"Cloth, Black",0.898,BENZINE,12,1,12,2019.0,Grey,5.0,5,Manual,5.0,6.3,113
Renault Clio,Sedans,8499,77000,55,Used,Other,1.149,BENZINE,11,2,11,2016.0,Black,4.0,5,Manual,5.5,7.2,127
Audi A3,Compact,13500,110396,92,Used,Black,1.395,BENZINE,1,1,1,2016.0,Red,5.0,5,Manual,5.1,6.7,119
Audi A3,Station wagon,13950,142000,110,Used,Black,1.968,DIESEL,13,4,13,2016.0,Blue,5.0,5,Manual,3.8,4.5,101
Opel Astra,Sedans,9100,83825,81,Used,"Cloth, Black",1.598,DIESEL,10,1,15,2016.0,Brown,4.0,5,Manual,3.7,3.9,97
Opel Astra,Sedans,15700,15200,110,Used,Other,1.399,BENZINE,16,2,22,2017.0,Silver,4.0,5,Automatic,5.4,7.1,124
Audi A3,Sedans,57400,63000,294,Used,"Full leather, Black",2.48,BENZINE,22,5,16,2018.0,Blue,4.0,5,Semi-automatic,8.3,11.3,189
Opel Astra,Station wagon,13800,41869,100,Used,"Cloth, Grey",1.598,DIESEL,15,3,14,2017.0,Blue,5.0,5,Automatic,4.5,5.7,119
Opel Insignia,Sedans,16690,16510,74,Used,Other,1.598,DIESEL,5,1,2,2018.0,Black,4.0,5,Manual,4.3,5.1,118
Opel Corsa,Sedans,8500,99000,66,Used,"Cloth, Black",1.398,BENZINE,12,3,11,2016.0,Black,4.0,5,Semi-automatic,4.7,5.8,110
Opel Insignia,Sedans,20990,23820,125,Used,"Part leather, Black",1.956,DIESEL,18,2,16,2018.0,Black,4.0,5,Manual,5.2,6.7,136
Renault Clio,Other,10800,5,55,Demonstration,Other,0.898,BENZINE,4,1,12,2019.0,Black,4.0,5,Manual,5.0,6.3,114
Renault Clio,Sedans,9500,4991,54,Used,"Cloth, Black",1.149,BENZINE,8,1,13,2018.0,White,4.0,5,Manual,5.6,7.2,133
Renault Clio,Sedans,8800,36000,54,Used,Other,1.2,BENZINE,19,1,69,2017.0,White,4.0,5,Manual,5.0,6.3,113
Renault Espace,Van,27950,54000,118,Used,"Full leather, Black",1.598,DIESEL,19,2,13,2017.0,Grey,5.0,7,Automatic,4.6,5.0,120
Renault Clio,Compact,11400,150,55,Used,"Cloth, Black",0.898,BENZINE,7,1,13,2019.0,Silver,5.0,5,Manual,5.0,6.3,113
Opel Insignia,Station wagon,20750,29420,121,Used,"Part leather, Black",1.49,BENZINE,24,5,18,2018.0,Silver,5.0,5,Manual,5.7,7.3,130
Renault Clio,Sedans,10500,17000,66,Used,"Cloth, Black",0.898,LPG,7,1,10,2018.0,Beige,4.0,5,Manual,6.1,7.8,98
Opel Corsa,Compact,7949,46345,66,Used,"Cloth, Black",1.398,BENZINE,6,1,12,2017.0,Silver,5.0,5,Manual,5.2,6.6,123
Opel Insignia,Sedans,35515,0,154,New,"Full leather, Other",1.956,DIESEL,23,3,20,2019.0,Grey,4.0,5,Automatic,7.1,9.4,186
Audi A3,Sedans,25990,4500,85,Used,"Part leather, Grey",0.999,BENZINE,15,3,13,2019.0,Blue,4.0,5,Automatic,5.1,5.8,117
Audi A3,Sedans,13399,152818,81,Used,Black,1.598,DIESEL,11,1,12,2016.0,White,4.0,5,Manual,3.8,4.5,104
Opel Insignia,Station wagon,15400,52000,51,Used,"Cloth, Black",1.956,DIESEL,15,3,11,2016.0,Silver,5.0,5,Automatic,5.7,7.8,149
Opel Insignia,Station wagon,19970,29815,121,Used,"Part leather, Black",1.598,BENZINE,21,5,17,2018.0,Grey,5.0,5,Manual,6.1,7.6,139
Audi A1,Sedans,22550,0,85,New,"Cloth, Black",0.999,BENZINE,9,2,11,2019.0,Blue,4.0,5,Manual,4.8,5.9,108
Opel Corsa,Sedans,8300,45421,51,Used,"Cloth, Grey",1.229,BENZINE,4,1,10,2017.0,Grey,4.0,5,Manual,5.3,6.6,124
Opel Astra,Sedans,13750,36000,100,Used,Other,1.598,DIESEL,9,1,10,2016.0,Brown,4.0,5,Automatic,4.3,5.4,115
Audi A3,Sedans,23000,10,85,Employee's car,"Cloth, Black",1.598,DIESEL,21,8,24,2018.0,Blue,4.0,5,Automatic,3.9,4.1,103
Audi A1,Compact,20985,6200,70,Employee's car,"Part leather, Black",0.999,BENZINE,18,6,15,2018.0,Black,5.0,5,Automatic,4.4,5.4,102
Opel Insignia,Station wagon,36490,10,154,New,"Full leather, Black",2.0,DIESEL,26,8,19,2019.0,White,5.0,5,Automatic,7.1,9.6,187
Opel Insignia,Sedans,17980,47600,125,Used,"Cloth, Black",1.956,DIESEL,18,3,18,2016.0,Silver,4.0,5,Automatic,5.4,7.6,143
Audi A3,Sedans,19000,58000,81,Used,Other,1.598,DIESEL,15,2,16,2016.0,Silver,4.0,5,Semi-automatic,3.8,4.3,99
Opel Corsa,Compact,16201,51,66,Pre-registered,"Cloth, Black",1.398,BENZINE,17,2,15,2019.0,Blue,5.0,5,Automatic,6.2,7.9,143
Audi A1,Sedans,16985,1050,70,Pre-registered,"Cloth, Black",0.999,BENZINE,8,1,12,2019.0,White,4.0,5,Manual,5.1,6.2,114
Renault Espace,Van,32935,9350,118,Used,Other,1.798,DIESEL,2,1,2,2018.0,Grey,5.0,5,Automatic,4.7,5.1,123
Opel Insignia,Station wagon,10500,113000,100,Used,"Full leather, Black",1.598,DIESEL,20,2,13,2016.0,Silver,5.0,5,Automatic,5.1,6.5,114
Opel Astra,Sedans,17690,10,66,Pre-registered,"Cloth, Black",0.999,BENZINE,12,1,13,2019.0,White,4.0,5,Manual,4.7,5.4,107
Renault Clio,Sedans,15490,9424,87,Used,"Cloth, Black",1.197,BENZINE,12,2,14,2017.0,Blue,4.0,5,Automatic,5.3,6.8,126
Opel Corsa,Sedans,13990,26984,66,Employee's car,Cloth,1.398,BENZINE,4,1,8,2018.0,Silver,4.0,5,Automatic,4.7,5.8,110
Renault Clio,Compact,16166,100,88,Used,Cloth,1.197,BENZINE,13,1,9,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
Opel Astra,Station wagon,15690,42981,100,Used,"Cloth, Black",1.598,DIESEL,17,4,17,2018.0,Silver,5.0,5,Automatic,4.5,5.7,119
Opel Insignia,Station wagon,24490,28939,121,Used,"Cloth, Black",1.49,BENZINE,22,3,16,2018.0,Green,5.0,5,Automatic,6.2,7.7,141
Audi A1,Compact,21985,3500,85,Employee's car,Black,0.999,BENZINE,13,2,11,2019.0,White,5.0,5,Manual,4.8,5.9,108
Audi A3,Sedans,23900,80,85,Pre-registered,"Cloth, Black",0.999,BENZINE,17,3,16,2019.0,Black,4.0,5,Automatic,5.1,5.8,117
Audi A1,Compact,18910,11100,70,Used,"Cloth, Black",0.999,BENZINE,16,3,12,2018.0,Black,5.0,5,Automatic,4.4,5.4,102
Audi A1,Sedans,28475,100,85,Pre-registered,"Cloth, Other",0.999,BENZINE,18,3,19,2019.0,Black,4.0,5,Automatic,4.8,5.8,108
Opel Astra,Sedans,25990,12,110,Pre-registered,Black,1.399,BENZINE,21,4,12,2019.0,Blue,4.0,5,Automatic,6.1,7.5,139
Audi A1,Compact,19950,26208,71,Used,"Cloth, Grey",0.999,BENZINE,15,3,17,2017.0,Grey,5.0,5,Automatic,4.4,5.0,102
Audi A3,Sedans,20900,32000,81,Used,Other,1.598,DIESEL,19,1,69,2017.0,Silver,4.0,5,Automatic,3.8,4.3,99
Opel Corsa,Compact,7950,39990,51,Used,"Cloth, Black",1.229,BENZINE,4,1,12,2016.0,White,5.0,5,Manual,5.4,6.7,128
Opel Astra,Sedans,10960,24859,77,Used,Cloth,0.998,BENZINE,8,1,11,2016.0,Blue,4.0,5,Manual,4.3,5.2,102
Renault Clio,Compact,24900,17000,162,Employee's car,"Cloth, Black",1.618,BENZINE,13,7,15,2018.0,Black,5.0,5,Automatic,5.9,7.6,135
Opel Corsa,Compact,13890,5977,66,Used,"Cloth, Black",1.398,BENZINE,15,2,14,2019.0,Silver,5.0,5,Automatic,6.6,7.4,167
Opel Astra,Station wagon,18070,1,77,New,Other,0.999,BENZINE,8,2,12,2019.0,White,5.0,5,Manual,4.6,5.5,107
Opel Corsa,Sedans,7180,87429,51,Used,Other,1.229,BENZINE,5,3,11,2016.0,Black,4.0,5,Manual,5.3,6.6,124
Audi A3,Sedans,20900,28583,81,Used,Other,1.598,DIESEL,6,2,6,2017.0,Red,4.0,5,Automatic,3.8,4.3,102
Audi A1,Sedans,18900,26064,85,Used,"Cloth, Black",1.598,DIESEL,5,1,12,2018.0,Silver,4.0,4,Automatic,4.0,4.6,105
Renault Clio,Compact,18745,18821,88,Used,Part leather,1.197,BENZINE,18,1,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
Audi A3,Sedans,14500,93200,81,Used,"Cloth, Black",1.598,DIESEL,15,2,9,2016.0,Grey,4.0,5,Manual,3.8,4.5,99
Audi A1,Compact,22785,0,85,New,"Cloth, Black",0.999,BENZINE,11,1,12,2019.0,Black,5.0,5,Manual,4.8,5.9,108
Audi A3,Sedans,19990,45000,81,Used,Other,1.598,DIESEL,15,7,20,2017.0,White,4.0,5,Automatic,3.8,4.3,99
Audi A3,Compact,18000,30529,81,Used,"Full leather, Black",1.598,DIESEL,8,3,8,2017.0,Red,5.0,5,Automatic,3.8,4.3,102
Audi A3,Sedans,21850,19271,85,Used,"Cloth, Black",1.598,DIESEL,5,1,14,2018.0,Black,4.0,5,Automatic,3.9,4.1,103
Opel Astra,Compact,13990,13572,81,Used,Other,1.399,BENZINE,19,1,69,2018.0,Black,5.0,5,Manual,5.1,6.3,117
Audi A1,Compact,21435,15,85,Pre-registered,Cloth,0.999,BENZINE,4,1,69,2019.0,Grey,5.0,5,Manual,4.9,6.0,111
Opel Insignia,Station wagon,18900,19499,125,Used,"Cloth, Black",1.956,DIESEL,19,5,19,2017.0,Silver,5.0,5,Manual,5.7,7.4,150
Opel Corsa,Sedans,8700,55000,51,Used,"Cloth, Black",1.229,BENZINE,10,3,13,2017.0,Blue,4.0,5,Manual,5.3,6.6,124
Renault Espace,Station wagon,26890,7300,118,Used,"Part leather, Black",1.598,DIESEL,23,3,21,2016.0,Black,5.0,5,Automatic,4.7,5.1,123
Audi A3,Sedans,23980,6000,85,Demonstration,"Cloth, Black",0.999,BENZINE,14,4,13,2019.0,Silver,4.0,5,Manual,5.1,6.0,117
Opel Insignia,Station wagon,17980,22321,125,Used,"Cloth, Black",1.956,DIESEL,19,3,18,2017.0,Black,5.0,5,Manual,4.5,5.7,119
Audi A3,Sedans,15145,76592,92,Used,Other,1.4,BENZINE,19,1,69,2016.0,White,4.0,5,Manual,3.8,4.3,117
Opel Corsa,Sedans,8799,26927,51,Used,"Cloth, Black",1.229,BENZINE,3,1,9,2018.0,Blue,4.0,5,Manual,5.3,6.6,124
Audi A1,Sedans,19250,0,70,New,"Cloth, Black",0.999,BENZINE,2,1,5,2019.0,Blue,4.0,5,Manual,4.4,5.0,102
Opel Astra,Sedans,15900,27029,110,Employee's car,"Cloth, Black",1.399,BENZINE,19,4,15,2018.0,Brown,4.0,5,Automatic,5.5,7.2,127
Opel Astra,Sedans,15990,21379,110,Used,"Part leather, Black",1.399,BENZINE,20,3,20,2017.0,Grey,4.0,5,Automatic,5.4,7.1,124
Audi A1,Compact,22840,1050,85,Demonstration,"Cloth, Black",0.999,BENZINE,14,2,15,2018.0,White,5.0,5,Automatic,4.9,6.0,116
Audi A1,Sedans,19000,1,70,Pre-registered,"Cloth, Grey",0.999,BENZINE,10,3,16,2019.0,White,4.0,5,Manual,4.6,5.8,104
Audi A3,Sedans,15000,75000,81,Used,Other,1.197,BENZINE,10,1,9,2016.0,White,4.0,5,Manual,4.9,6.2,114
Renault Clio,Compact,11400,150,55,Used,"Cloth, Black",0.898,BENZINE,7,1,13,2019.0,Black,5.0,5,Manual,5.0,6.3,113
Renault Clio,Compact,14506,0,66,New,Other,1.461,DIESEL,19,1,69,2019.0,Black,5.0,5,Automatic,3.0,3.0,82
Audi A3,Sedans,21680,4500,85,Used,"Cloth, Black",0.999,BENZINE,14,2,10,2018.0,Grey,4.0,5,Manual,4.8,5.8,114
Opel Corsa,Compact,14825,1640,66,Employee's car,"Cloth, Black",1.398,BENZINE,16,3,13,2019.0,Silver,5.0,5,Automatic,5.9,7.8,135
Opel Insignia,Station wagon,20500,25494,51,Used,Black,1.956,DIESEL,12,2,8,2017.0,Grey,5.0,5,Automatic,5.7,4.6,150
Opel Corsa,Sedans,14490,5797,66,Used,"Cloth, Black",1.398,BENZINE,16,3,13,2018.0,Black,4.0,5,Automatic,5.9,7.3,136
Opel Astra,Station wagon,23290,6000,100,Demonstration,Part leather,1.598,DIESEL,13,3,15,2019.0,White,5.0,5,Automatic,4.5,5.7,119
Renault Espace,Station wagon,38290,10,165,Demonstration,Cloth,1.798,BENZINE,22,3,18,2018.0,Black,5.0,5,Automatic,7.4,9.2,168
Audi A3,Station wagon,15980,87657,110,Used,Cloth,1.968,DIESEL,9,1,11,2016.0,Black,5.0,5,Automatic,4.4,5.2,119
Audi A3,Sedans,19250,41200,85,Used,Other,1.598,DIESEL,6,1,6,2017.0,Blue,4.0,5,Manual,3.9,4.4,99
Opel Insignia,Station wagon,28176,0,125,New,Other,1.956,DIESEL,19,1,69,2019.0,Grey,5.0,5,Manual,5.0,6.0,150
Opel Insignia,Sedans,24323,0,122,New,Other,1.49,BENZINE,19,1,69,2019.0,Black,4.0,5,Manual,6.0,7.0,141
Audi A1,Sedans,22100,10000,85,Used,Other,0.999,BENZINE,13,2,10,2019.0,Blue,4.0,5,Manual,4.8,5.9,108
Opel Insignia,Sedans,10450,76000,88,Used,Black,1.598,DIESEL,10,1,11,2016.0,Black,4.0,5,Manual,3.9,4.7,104
Renault Clio,Station wagon,9000,40000,66,Used,"alcantara, Black",1.461,DIESEL,6,1,16,2017.0,Grey,5.0,4,Manual,3.2,3.4,82
Audi A3,Station wagon,27025,35,110,Used,"Part leather, Other",1.968,DIESEL,17,3,13,2019.0,Blue,5.0,5,Automatic,3.9,4.2,103
Opel Insignia,Station wagon,12450,45000,103,Used,Black,1.364,BENZINE,7,1,11,2016.0,Grey,5.0,5,Manual,5.6,7.3,131
Audi A1,Compact,29179,3000,147,Demonstration,"Cloth, Grey",1.984,BENZINE,18,4,15,2019.0,Grey,5.0,5,Automatic,6.0,8.2,136
Renault Clio,Sedans,9700,43000,55,Used,Other,1.461,DIESEL,5,1,9,2017.0,White,4.0,5,Manual,3.3,3.5,85
Audi A3,Sedans,20900,33400,85,Used,"Cloth, Other",1.598,DIESEL,15,2,16,2018.0,Silver,4.0,5,Manual,5.2,5.6,106
Opel Corsa,Compact,8850,89000,51,Used,Grey,1.248,DIESEL,7,1,10,2017.0,Grey,5.0,5,Manual,3.8,4.5,100
Renault Clio,Compact,13950,19056,90,Used,Other,1.461,DIESEL,19,1,69,2017.0,White,5.0,5,Automatic,3.2,3.3,117
Audi A3,Sedans,18890,40000,110,Used,Full leather,1.395,BENZINE,13,2,9,2017.0,Blue,4.0,5,Manual,4.7,5.8,111
Renault Clio,Sedans,11890,46000,87,Used,"Cloth, Black",1.197,BENZINE,11,1,11,2017.0,Black,4.0,5,Automatic,5.4,6.8,120
Audi A1,Other,21850,0,70,New,"Cloth, Black",0.999,BENZINE,13,2,11,2019.0,White,4.0,5,Manual,4.7,5.9,106
Opel Astra,Station wagon,17877,10,110,Pre-registered,Other,1.399,BENZINE,16,3,13,2019.0,Black,5.0,5,Manual,5.4,7.0,124
Opel Insignia,Station wagon,22389,14500,125,Used,"Cloth, Black",1.956,DIESEL,22,3,17,2018.0,Brown,5.0,5,Automatic,5.7,7.4,150
Opel Insignia,Station wagon,14990,126377,125,Used,"Full leather, Black",1.956,DIESEL,22,6,22,2016.0,Brown,5.0,5,Automatic,5.7,7.8,149
Opel Corsa,Compact,9800,11252,66,Employee's car,"Cloth, Black",1.398,BENZINE,11,1,12,2018.0,Red,5.0,5,Manual,5.2,6.8,120
Opel Astra,Sedans,14799,29000,100,Used,"Cloth, Black",1.598,DIESEL,17,3,17,2016.0,Brown,4.0,5,Automatic,4.5,5.7,119
Opel Insignia,Station wagon,9980,155000,100,Used,"Cloth, Black",1.598,DIESEL,15,3,14,2016.0,Silver,5.0,5,Automatic,5.1,6.5,135
Audi A1,Sedans,15620,6266,60,Used,"Cloth, Black",0.999,BENZINE,14,4,15,2018.0,White,4.0,4,Manual,4.2,5.0,97
Opel Astra,Station wagon,17470,18488,100,Used,"Cloth, Black",1.598,DIESEL,19,4,16,2018.0,Brown,5.0,5,Automatic,4.6,5.8,122
Opel Corsa,Compact,10999,49499,71,Used,Other,1.248,DIESEL,8,1,10,2016.0,Red,5.0,5,Automatic,3.4,4.0,82
Opel Insignia,Station wagon,20890,12813,125,Used,Black,1.956,DIESEL,17,4,16,2018.0,Grey,5.0,5,Manual,5.7,7.8,150
Opel Corsa,Compact,14450,13250,66,Used,"Cloth, Black",1.398,BENZINE,15,3,14,2018.0,Grey,5.0,5,Automatic,6.6,8.2,149
Opel Astra,Station wagon,11440,87878,81,Used,"Other, Other",1.598,DIESEL,17,1,16,2017.0,Silver,5.0,5,Manual,3.5,4.0,95
Opel Astra,Station wagon,15300,27539,100,Employee's car,"Cloth, Black",1.598,DIESEL,19,6,15,2018.0,Black,5.0,5,Manual,3.9,4.7,104
Renault Clio,Sedans,7500,75000,55,Used,Other,1.461,DIESEL,1,1,9,2016.0,White,4.0,2,Manual,3.6,4.3,95
